RUN	computerdatabase.BasicSimulation	basicsimulation	1632161928631	 	3.6.1
USER	Scenario Name	START	1632161931042
REQUEST		request_1	1632161931059	1632161934163	OK	 
REQUEST		request_1 Redirect 1	1632161934169	1632161934254	OK	 
REQUEST		request_2	1632161941264	1632161941350	OK	 
REQUEST		request_3	1632161943355	1632161943453	OK	 
REQUEST		request_4	1632161946458	1632161946545	OK	 
REQUEST		request_4 Redirect 1	1632161946545	1632161946625	OK	 
REQUEST		request_5	1632161948629	1632161948718	OK	 
REQUEST		request_6	1632161949392	1632161949476	OK	 
REQUEST		request_7	1632161950110	1632161950200	OK	 
REQUEST		request_8	1632161950936	1632161951024	OK	 
REQUEST		request_9	1632161956030	1632161956121	OK	 
REQUEST		request_10	1632161957130	1632161957220	OK	 
REQUEST		request_10 Redirect 1	1632161957227	1632161957309	OK	 
USER	Scenario Name	END	1632161957312
