RUN	computerdatabase.BasicSimulation	basicsimulation	1632161208532	 	3.6.1
USER	Scenario Name	START	1632161210854
REQUEST		request_1	1632161210870	1632161214120	OK	 
REQUEST		request_1 Redirect 1	1632161214125	1632161214216	OK	 
REQUEST		request_2	1632161221228	1632161221318	OK	 
REQUEST		request_3	1632161223320	1632161223409	OK	 
REQUEST		request_4	1632161226414	1632161226498	OK	 
REQUEST		request_4 Redirect 1	1632161226499	1632161226579	OK	 
REQUEST		request_5	1632161228583	1632161228673	OK	 
REQUEST		request_6	1632161229347	1632161229440	OK	 
REQUEST		request_7	1632161230074	1632161230163	OK	 
REQUEST		request_8	1632161230902	1632161231019	OK	 
REQUEST		request_9	1632161236023	1632161236115	OK	 
REQUEST		request_10	1632161237122	1632161237212	OK	 
REQUEST		request_10 Redirect 1	1632161237219	1632161237300	OK	 
USER	Scenario Name	END	1632161237303
