RUN	computerdatabase.BasicSimulation	basicsimulation	1632162085369	 	3.6.1
USER	Scenario Name	START	1632162087605
REQUEST		request_1	1632162087621	1632162090801	OK	 
REQUEST		request_1 Redirect 1	1632162090807	1632162090890	OK	 
REQUEST		request_2	1632162097901	1632162097991	OK	 
REQUEST		request_3	1632162099994	1632162100075	OK	 
REQUEST		request_4	1632162103076	1632162103164	OK	 
REQUEST		request_4 Redirect 1	1632162103164	1632162103244	OK	 
REQUEST		request_5	1632162105248	1632162105335	OK	 
REQUEST		request_6	1632162106010	1632162106100	OK	 
REQUEST		request_7	1632162106731	1632162106821	OK	 
REQUEST		request_8	1632162107558	1632162107645	OK	 
REQUEST		request_9	1632162112648	1632162112738	OK	 
REQUEST		request_10	1632162113749	1632162113842	OK	 
REQUEST		request_10 Redirect 1	1632162113847	1632162113927	OK	 
USER	Scenario Name	END	1632162113929
