RUN	computerdatabase.BasicSimulation	basicsimulation	1632160453628	 	3.6.1
USER	Scenario Name	START	1632160456031
REQUEST		request_1	1632160456047	1632160459171	OK	 
REQUEST		request_1 Redirect 1	1632160459177	1632160459259	OK	 
REQUEST		request_2	1632160466270	1632160466359	OK	 
REQUEST		request_3	1632160468366	1632160468456	OK	 
REQUEST		request_4	1632160471462	1632160471550	OK	 
REQUEST		request_4 Redirect 1	1632160471550	1632160471631	OK	 
REQUEST		request_5	1632160473633	1632160473721	OK	 
REQUEST		request_6	1632160474395	1632160474483	OK	 
REQUEST		request_7	1632160475115	1632160475195	OK	 
REQUEST		request_8	1632160475931	1632160476019	OK	 
REQUEST		request_9	1632160481021	1632160481109	OK	 
REQUEST		request_10	1632160482119	1632160482212	OK	 
REQUEST		request_10 Redirect 1	1632160482217	1632160482298	OK	 
USER	Scenario Name	END	1632160482299
